family,dataset,pooling,audit,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,seed,width_factor,d_sae,l1,normalize,dom_margin,train_examples,eval_examples,sae_steps,MFI,MFI_ci_low,MFI_ci_high,FMP,image_driven_frac,text_driven_frac,both_driven_frac,mean_text_delta,mean_image_delta,matched_gini,matched_eff_dim,image_only_mean_activation,llm_mean_activation,vlm_train_rec_r2,vlm_eval_rec_r2,llm_train_rec_r2,vlm_eval_l0,vlm_eval_active_frac,vlm_eval_dead_frac,vlm_eval_z_abs_mean
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.1,1024,512,1200,0.054516736418008804,0.05370055493176551,0.05518520752684708,0.08056640625,0.080810546875,0.0,0.000244140625,0.0010048156837001443,0.05351192131638527,0.9396586127075739,258.16776678802995,0.13276121020317078,0.1487007886171341,0.9933541678993275,0.9906185820801863,0.9995734417549968,284.140625,0.06937026977539062,0.9189453125,0.1304684281349182
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.25,1024,512,1200,0.054516736418008804,0.05370055493176551,0.05518520752684708,0.08056640625,0.080810546875,0.0,0.000244140625,0.0010048156837001443,0.05351192131638527,0.9396586127075739,258.16776678802995,0.13276121020317078,0.1487007886171341,0.9933541678993275,0.9906185820801863,0.9995734417549968,284.140625,0.06937026977539062,0.9189453125,0.1304684281349182
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.5,1024,512,1200,0.054516736418008804,0.05370055493176551,0.05518520752684708,0.080078125,0.08056640625,0.0,0.00048828125,0.0010048156837001443,0.05351192131638527,0.9396586127075739,258.16776678802995,0.13276121020317078,0.1487007886171341,0.9933541678993275,0.9906185820801863,0.9995734417549968,284.140625,0.06937026977539062,0.9189453125,0.1304684281349182
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.1,1024,512,1200,0.4608725309371948,0.4559217864225502,0.4651575889642118,1.0,1.0,0.0,0.0,0.009983413852751255,0.45088911056518555,0.0920841837968127,3935.771705977731,0.3064076006412506,0.3095063865184784,0.9943102961086858,0.8923818149729315,0.9934993398297176,1873.6171875,0.4574260711669922,0.0,0.3021472990512848
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.25,1024,512,1200,0.4608725309371948,0.4559217864225502,0.4651575889642118,1.0,1.0,0.0,0.0,0.009983413852751255,0.45088911056518555,0.0920841837968127,3935.771705977731,0.3064076006412506,0.3095063865184784,0.9943102961086858,0.8923818149729315,0.9934993398297176,1873.6171875,0.4574260711669922,0.0,0.3021472990512848
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.5,1024,512,1200,0.4608725309371948,0.4559217864225502,0.4651575889642118,1.0,1.0,0.0,0.0,0.009983413852751255,0.45088911056518555,0.0920841837968127,3935.771705977731,0.3064076006412506,0.3095063865184784,0.9943102961086858,0.8923818149729315,0.9934993398297176,1873.6171875,0.4574260711669922,0.0,0.3021472990512848
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.1,1024,512,1200,0.05437880754470825,0.05355995864392753,0.055047410968199983,0.080322265625,0.08056640625,0.0,0.000244140625,0.0009885195177048445,0.05339028686285019,0.9394013447271501,260.3788969607405,0.12990297377109528,0.13504274189472198,0.9933646045976023,0.9906221949465802,0.9996147653994152,283.95703125,0.06932544708251953,0.919189453125,0.12766286730766296
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.25,1024,512,1200,0.05437880754470825,0.05355995864392753,0.055047410968199983,0.080322265625,0.08056640625,0.0,0.000244140625,0.0009885195177048445,0.05339028686285019,0.9394013447271501,260.3788969607405,0.12990297377109528,0.13504274189472198,0.9933646045976023,0.9906221949465802,0.9996147653994152,283.95703125,0.06932544708251953,0.919189453125,0.12766286730766296
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.5,1024,512,1200,0.05437880754470825,0.05355995864392753,0.055047410968199983,0.079833984375,0.080322265625,0.0,0.00048828125,0.0009885195177048445,0.05339028686285019,0.9394013447271501,260.3788969607405,0.12990297377109528,0.13504274189472198,0.9933646045976023,0.9906221949465802,0.9996147653994152,283.95703125,0.06932544708251953,0.919189453125,0.12766286730766296
smol,coco_karpathy,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,True,1.1,1024,512,1200,0.45095857977867126,0.44613388146681243,0.4550532405672129,1.0,1.0,0.0,0.0,0.009752610698342323,0.4412059783935547,0.09194356875785618,3941.622772753695,0.2989371716976166,0.3045254051685333,0.994571116383313,0.8929579410317099,0.9897897479206178,1858.0390625,0.45362281799316406,0.0,0.29456034302711487
