family,dataset,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,K,n_concepts,n_pca_components,LPS_text,LPS_image_only,LPS_image_conditioned,NRI_image_conditioned,shared_neighbor_ratio,cross_superclass_gained_frac,random_shared_baseline,align_fit_proxy
qwen,flickr30k,6,0.8571428571428571,30,30,30,10,120,16,0.1387523513368081,0.1263264074980833,0.1997757970417774,0.6575,0.3424999999999999,0.7902876984126983,0.0840336134453781,-0.1357283560914948
qwen,flickr30k,6,0.8571428571428571,30,30,30,20,120,16,0.1903745618826953,0.1749003291837617,0.2542509062657029,0.6091666666666666,0.3908333333333333,0.9247678269872543,0.1680672268907563,-0.1357283560914948
qwen,flickr30k,7,1.0,35,35,35,3,120,16,0.0507833333333333,0.04515,0.0547166666666666,0.8722222222222221,0.1277777777777777,0.6569444444444444,0.0252100840336134,-3.528830526853043
qwen,flickr30k,7,1.0,35,35,35,5,120,16,0.0717643042989418,0.0614302422619047,0.0760684540343915,0.8333333333333334,0.1666666666666666,0.7173611111111112,0.042016806722689,-3.528830526853043
qwen,flickr30k,7,1.0,35,35,35,10,120,16,0.1138494616352712,0.0996500791415884,0.1206647342176546,0.7725000000000001,0.2275,0.8384623015873017,0.0840336134453781,-3.528830526853043
qwen,flickr30k,7,1.0,35,35,35,20,120,16,0.1625009071568408,0.1487779829039359,0.1726585383485762,0.6962499999999999,0.30375,0.9200489306874756,0.1680672268907563,-3.528830526853043
qwen,coco_karpathy,0,0.0,0,0,0,3,120,16,0.0607999999999999,0.0655999999999999,0.0759583333333333,0.8333333333333334,0.1666666666666666,0.648611111111111,0.0252100840336134,0.0191235379127089
qwen,coco_karpathy,0,0.0,0,0,0,5,120,16,0.0769551580026454,0.079006780026455,0.0933633258597883,0.805,0.195,0.6790277777777779,0.042016806722689,0.0191235379127089
qwen,coco_karpathy,0,0.0,0,0,0,10,120,16,0.129643049764674,0.1314749734371448,0.1474359771900142,0.73,0.2700000000000001,0.7359623015873016,0.0840336134453781,0.0191235379127089
qwen,coco_karpathy,0,0.0,0,0,0,20,120,16,0.1850582572840005,0.1824032162617265,0.2014094476877197,0.66875,0.33125,0.8378556154959019,0.1680672268907563,0.0191235379127089
