family,dataset,pooling,audit,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,seed,width_factor,d_sae,l1,normalize,dom_margin,train_examples,eval_examples,sae_steps,MFI,MFI_ci_low,MFI_ci_high,FMP,image_driven_frac,text_driven_frac,both_driven_frac,mean_text_delta,mean_image_delta,matched_gini,matched_eff_dim,image_only_mean_activation,llm_mean_activation,vlm_train_rec_r2,vlm_eval_rec_r2,llm_train_rec_r2,vlm_eval_l0,vlm_eval_active_frac,vlm_eval_dead_frac,vlm_eval_z_abs_mean
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.1,1024,512,1200,0.0288078710436821,0.0284015941363577,0.0292580407476634,0.187255859375,0.00390625,0.185546875,0.002197265625,0.026178166270256,0.0026297054719179,0.8616043806437367,608.3271542685529,0.0969939306378364,0.0417817346751689,0.9948338401563784,0.9755514779522718,0.993937331014512,595.328125,0.1453437805175781,0.814453125,0.0388402082026004
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.25,1024,512,1200,0.0288078710436821,0.0284015941363577,0.0292580407476634,0.184814453125,0.00390625,0.184326171875,0.00341796875,0.026178166270256,0.0026297054719179,0.8616043806437367,608.3271542685529,0.0969939306378364,0.0417817346751689,0.9948338401563784,0.9755514779522718,0.993937331014512,595.328125,0.1453437805175781,0.814453125,0.0388402082026004
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,False,1.5,1024,512,1200,0.0288078710436821,0.0284015941363577,0.0292580407476634,0.180419921875,0.003662109375,0.182373046875,0.005615234375,0.026178166270256,0.0026297054719179,0.8616043806437367,608.3271542685529,0.0969939306378364,0.0417817346751689,0.9948338401563784,0.9755514779522718,0.993937331014512,595.328125,0.1453437805175781,0.814453125,0.0388402082026004
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.1,1024,512,1200,0.5603681802749634,0.5550433184325811,0.5653105435878387,1.0,0.0,1.0,0.0,0.4958492219448089,0.0645189583301544,0.0883094292985291,3991.278170886852,0.5811511278152466,0.3321209549903869,0.9965837076241884,0.6930645422837803,0.993525303799277,2093.41015625,0.5110864639282227,0.0,0.3556927144527435
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.25,1024,512,1200,0.5603681802749634,0.5550433184325811,0.5653105435878387,1.0,0.0,1.0,0.0,0.4958492219448089,0.0645189583301544,0.0883094292985291,3991.278170886852,0.5811511278152466,0.3321209549903869,0.9965837076241884,0.6930645422837803,0.993525303799277,2093.41015625,0.5110864639282227,0.0,0.3556927144527435
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.0003,True,1.5,1024,512,1200,0.5603681802749634,0.5550433184325811,0.5653105435878387,1.0,0.0,1.0,0.0,0.4958492219448089,0.0645189583301544,0.0883094292985291,3991.278170886852,0.5811511278152466,0.3321209549903869,0.9965837076241884,0.6930645422837803,0.993525303799277,2093.41015625,0.5110864639282227,0.0,0.3556927144527435
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.1,1024,512,1200,0.0281502492725849,0.0277637082049295,0.0285881053229786,0.187255859375,0.003662109375,0.185791015625,0.002197265625,0.0255711637437343,0.0025790864601731,0.8618259041676971,608.0070548176634,0.0946067124605178,0.0398055166006088,0.9946357659576344,0.9748787051018908,0.9951741334053944,590.173828125,0.14408540725708,0.814697265625,0.0366087891161441
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.25,1024,512,1200,0.0281502492725849,0.0277637082049295,0.0285881053229786,0.183837890625,0.00341796875,0.184326171875,0.00390625,0.0255711637437343,0.0025790864601731,0.8618259041676971,608.0070548176634,0.0946067124605178,0.0398055166006088,0.9946357659576344,0.9748787051018908,0.9951741334053944,590.173828125,0.14408540725708,0.814697265625,0.0366087891161441
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,False,1.5,1024,512,1200,0.0281502492725849,0.0277637082049295,0.0285881053229786,0.180908203125,0.00341796875,0.182861328125,0.00537109375,0.0255711637437343,0.0025790864601731,0.8618259041676971,608.0070548176634,0.0946067124605178,0.0398055166006088,0.9946357659576344,0.9748787051018908,0.9951741334053944,590.173828125,0.14408540725708,0.814697265625,0.0366087891161441
qwen,pixelprose,final_quarter,False,0,0.0,0,0,0,11,2.0,4096,0.001,True,1.1,1024,512,1200,0.5559694766998291,0.5505415026113042,0.5612472583423369,1.0,0.0,1.0,0.0,0.491412341594696,0.0645571574568748,0.0949371467541014,3974.6496315569766,0.6476078629493713,0.3360664844512939,0.9990027769841846,0.6951885988463924,0.9932155191519906,2087.232421875,0.5095782279968262,0.0,0.3520230054855346
