family,dataset,layer_idx,depth_fraction,llm_layer_number,vlm_layer_number,layer_number,K,n_concepts,n_pca_components,LPS_text,LPS_image_only,LPS_image_conditioned,NRI_image_conditioned,shared_neighbor_ratio,cross_superclass_gained_frac,random_shared_baseline,align_fit_proxy
pali,pixelprose,0,0.0,0,0,0,3,120,16,0.11157083333333333,0.04873333333333333,0.10617499999999999,0.7611111111111111,0.23888888888888887,0.5238095238095237,0.025210084033613446,-0.05770677738556462
pali,pixelprose,0,0.0,0,0,0,5,120,16,0.1451698550925926,0.06458049523809524,0.1355464284391534,0.7200000000000001,0.28,0.6237499999999999,0.04201680672268908,-0.05770677738556462
pali,pixelprose,0,0.0,0,0,0,10,120,16,0.20671169042728718,0.10938322592116789,0.21032080002638387,0.6241666666666668,0.37583333333333335,0.7508597883597884,0.08403361344537816,-0.05770677738556462
pali,pixelprose,0,0.0,0,0,0,20,120,16,0.26893849979451245,0.16530209093334536,0.2731540532472568,0.5745833333333333,0.42541666666666667,0.873451576337606,0.16806722689075632,-0.05770677738556462
pali,pixelprose,1,0.14285714285714285,4,4,4,3,120,16,0.08462499999999999,0.05940416666666666,0.09327916666666666,0.7888888888888889,0.21111111111111114,0.6162464985994398,0.025210084033613446,-0.08215205154095861
pali,pixelprose,1,0.14285714285714285,4,4,4,5,120,16,0.11391953174603174,0.07981995,0.13055551944444443,0.7266666666666667,0.2733333333333334,0.64,0.04201680672268908,-0.08215205154095861
pali,pixelprose,1,0.14285714285714285,4,4,4,10,120,16,0.1844234850550614,0.12532868480904186,0.1789904611274884,0.6875,0.3125,0.7855423280423282,0.08403361344537816,-0.08215205154095861
pali,pixelprose,1,0.14285714285714285,4,4,4,20,120,16,0.25028287574974384,0.1827400669816588,0.24525892073100594,0.6066666666666668,0.39333333333333337,0.9119005700110577,0.16806722689075632,-0.08215205154095861
pali,pixelprose,2,0.2857142857142857,7,7,7,3,120,16,0.1032125,0.07031666666666667,0.09603750000000001,0.786111111111111,0.21388888888888888,0.6288515406162465,0.025210084033613446,-0.22319706975735643
pali,pixelprose,2,0.2857142857142857,7,7,7,5,120,16,0.13423504470899472,0.09534880734126984,0.12565232652116404,0.7383333333333333,0.26166666666666666,0.6820833333333334,0.04201680672268908,-0.22319706975735643
pali,pixelprose,2,0.2857142857142857,7,7,7,10,120,16,0.20618667809443725,0.14050535413817683,0.1769667226571368,0.6883333333333332,0.3116666666666667,0.8279563492063492,0.08403361344537816,-0.22319706975735643
pali,pixelprose,2,0.2857142857142857,7,7,7,20,120,16,0.2743070840548376,0.20128641055624102,0.24463123123866315,0.6075,0.39249999999999996,0.9305678675899264,0.16806722689075632,-0.22319706975735643
pali,pixelprose,3,0.42857142857142855,11,11,11,3,120,16,0.07105416666666667,0.04120833333333333,0.060758333333333324,0.8583333333333333,0.14166666666666666,0.6458333333333334,0.025210084033613446,-0.34319015250615914
pali,pixelprose,3,0.42857142857142855,11,11,11,5,120,16,0.09358322347883598,0.05675097387566137,0.0918843720899471,0.7983333333333333,0.20166666666666666,0.6780555555555556,0.04201680672268908,-0.34319015250615914
pali,pixelprose,3,0.42857142857142855,11,11,11,10,120,16,0.15135843698968016,0.10305762076295599,0.1442943867961078,0.7266666666666667,0.2733333333333333,0.8173214285714285,0.08403361344537816,-0.34319015250615914
pali,pixelprose,3,0.42857142857142855,11,11,11,20,120,16,0.21389132897704083,0.16308220745363233,0.20740653505499415,0.6470833333333332,0.35291666666666666,0.928612620215755,0.16806722689075632,-0.34319015250615914
pali,pixelprose,4,0.5714285714285714,14,14,14,3,120,16,0.05777499999999999,0.04049166666666666,0.0611,0.8555555555555555,0.14444444444444443,0.6180555555555555,0.025210084033613446,-0.3043825869397625
pali,pixelprose,4,0.5714285714285714,14,14,14,5,120,16,0.08545804847883598,0.07243103763227512,0.08541548492063492,0.8133333333333334,0.18666666666666668,0.6783333333333333,0.04201680672268908,-0.3043825869397625
pali,pixelprose,4,0.5714285714285714,14,14,14,10,120,16,0.14120733733627563,0.11699014753643239,0.1509072997639898,0.7074999999999999,0.29250000000000004,0.8265873015873016,0.08403361344537816,-0.3043825869397625
pali,pixelprose,4,0.5714285714285714,14,14,14,20,120,16,0.20853087790188352,0.18146146626029563,0.20491789223970475,0.6487499999999999,0.35125,0.9328910285334435,0.16806722689075632,-0.3043825869397625
pali,pixelprose,5,0.7142857142857142,18,18,18,3,120,16,0.07860416666666666,0.06344999999999999,0.06987916666666666,0.8388888888888888,0.1611111111111111,0.55,0.025210084033613446,-0.17535248943620663
pali,pixelprose,5,0.7142857142857142,18,18,18,5,120,16,0.12122166587301586,0.099304903505291,0.11556411084656085,0.7566666666666667,0.24333333333333335,0.6133333333333333,0.04201680672268908,-0.17535248943620663
pali,pixelprose,5,0.7142857142857142,18,18,18,10,120,16,0.19423875105010568,0.15309366093539034,0.18933978581500202,0.6541666666666668,0.3458333333333334,0.8148214285714287,0.08403361344537816,-0.17535248943620663
pali,pixelprose,5,0.7142857142857142,18,18,18,20,120,16,0.2606329036995259,0.2116035855801215,0.2452229210368233,0.6004166666666666,0.39958333333333335,0.9271796878230703,0.16806722689075632,-0.17535248943620663
pali,pixelprose,6,0.8571428571428571,21,21,21,3,120,16,0.09779166666666667,0.08777499999999999,0.10645416666666668,0.7583333333333333,0.24166666666666667,0.5669515669515669,0.025210084033613446,-0.07511884452957074
pali,pixelprose,6,0.8571428571428571,21,21,21,5,120,16,0.14752896117724867,0.11797590496031746,0.13887685019841267,0.7083333333333334,0.2916666666666667,0.6415277777777778,0.04201680672268908,-0.07511884452957074
